objectid,fire_year,discovery_doy,fire_size,latitude,longitude
1793686,2015,120,0.6,43.49194444,-85.67222222
1793687,2015,123,18.3,43.72583333,-85.81555556
1793688,2015,82,5.6,43.45472222,-85.60555556
1793689,2015,122,0.1,43.54833333,-85.79111111
1793690,2015,140,0.6,44.57388889,-84.33527778
1793691,2015,102,1.0,44.30861111,-86.02361111
1793692,2015,137,0.1,44.41583333,-83.425
1793693,2015,142,4.66,44.24,-86.2925
1793694,2015,221,0.01,44.61222222,-83.83722222
1793695,2015,143,0.1,44.55472222,-83.63805556
1793696,2015,191,3.4,44.42277778,-83.43194444
1793697,2015,100,0.1,44.31222222,-83.6025
1793698,2015,186,0.1,44.31666667,-83.6
1793699,2015,217,0.01,44.4575,-83.885
1793700,2015,119,0.1,44.28527778,-83.47638889
1793701,2015,116,0.1,44.45694444,-83.76777778
1793702,2015,109,0.1,44.41111111,-83.77861111
1793703,2015,186,0.1,43.8975,-85.85166667
1793704,2015,143,0.6,44.06583333,-85.89361111
1793705,2015,107,0.13,43.85,-85.80444444
1793706,2015,124,0.1,44.18916667,-85.97555556
1793707,2015,81,16.0,43.67083333,-85.64055556
1793708,2015,174,0.1,43.88666667,-85.82916667
1793709,2015,80,1.5,43.395,-85.58333333
1793710,2015,119,2.0,43.61388889,-85.92027778
1793711,2015,117,1.0,43.44805556,-85.75666667
1793712,2015,143,1.0,43.36888889,-85.72833333
1793713,2015,123,3.0,43.52055556,-85.55222222
1793714,2015,186,0.01,44.59055556,-84.28583333
1793715,2015,146,0.22,44.61361111,-84.13
1793716,2015,211,0.1,44.64527778,-84.16944444
1793717,2015,144,2.6,44.41722222,-83.72083333
1793718,2015,144,0.01,44.45027778,-83.66944444
1793719,2015,128,2.0,44.10694444,-85.99694444
1793720,2015,122,0.5,43.62222222,-85.68944444
1793721,2015,108,0.1,43.85861111,-85.85888889
1793722,2015,109,0.25,43.39,-85.77527778
1793723,2015,214,0.1,44.35527778,-83.71305556
1793724,2015,213,0.1,44.355,-83.71388889
1793725,2015,115,0.4,43.56388889,-85.77916667
1793726,2015,186,0.2,44.55222222,-83.76
1793727,2015,192,0.1,44.65916667,-84.12083333
1793728,2015,101,18.2,43.76972222,-86.03
1793729,2015,123,0.14,44.50666667,-83.35111111
1793730,2015,120,0.5,44.14166667,-85.92166667
1793731,2015,89,0.1,44.62722222,-84.27527778
1793732,2015,310,0.1,44.67361111,-84.09555556
1793733,2015,77,22.7,44.54916667,-83.66638889
1793734,2015,81,2.27,44.31722222,-83.67805556
1793735,2015,192,0.1,44.40638889,-83.77277778
1793736,2015,108,0.6,44.34277778,-83.64194444
1793737,2015,104,0.5,44.36222222,-83.79972222
1793738,2015,83,1.0,44.10527778,-85.93833333
1793739,2015,142,0.5,44.33388889,-86.25166667
1793740,2015,178,0.1,44.23722222,-85.89055556
1793741,2015,142,3.0,44.00722222,-86.06333333
1793742,2015,109,3.5,43.45666667,-85.61027778
1793743,2015,122,3.5,43.58138889,-85.87138889
1793744,2015,122,0.1,44.595,-84.19027778
1793745,2015,82,2.0,44.22972222,-85.58305556
1793746,2015,121,11.0,43.91694444,-86.04194444
1793747,2015,123,472.0,44.63916667,-83.64583333
1793748,2015,116,0.1,44.4125,-83.80638889
1793749,2015,162,0.01,43.87583333,-85.83527778
1793750,2015,122,5.0,44.23861111,-86.26694444
1793751,2015,123,0.25,43.59638889,-85.57666667
1793752,2015,116,1.0,44.6025,-84.11666667
1793753,2015,116,0.2,44.60444444,-84.12972222
1793754,2015,127,1.04,44.3975,-83.73305556
1793755,2015,108,0.1,43.60583333,-85.76361111
1793756,2015,138,5.0,44.00888889,-85.92583333
1793757,2015,143,0.86,44.66111111,-84.09972222
1793758,2015,121,1.16,44.32194444,-83.715
1793759,2015,108,0.1,43.85888889,-85.9475
1793760,2015,101,5.0,43.44861111,-85.6925
1793761,2015,105,0.25,43.52694444,-85.62694444
1793762,2015,102,0.25,43.49361111,-85.49805556
1793763,2015,102,7.1,43.50944444,-85.7625
1793764,2015,105,0.3,43.50277778,-85.85416667
1793765,2015,79,0.1,43.39916667,-85.75416667
1793766,2015,105,15.0,43.53527778,-85.67194444
1793767,2015,116,1.2,43.38305556,-85.77222222
1793768,2015,127,0.5,43.85972222,-85.85888889
1793769,2015,105,3.0,44.14472222,-85.96638889
1793770,2015,119,0.1,43.38916667,-85.65
1793771,2015,79,1.3,44.64888889,-83.935
1793772,2015,197,0.3,44.65555556,-83.88444444
1793793,2015,119,0.5,46.12361111,-88.80361111
1793822,2015,114,1.0,45.87277778,-86.94638889
1793823,2015,207,0.1,46.15388889,-86.83416667
1793824,2015,106,0.1,45.87,-86.94916667
1793825,2015,109,0.1,45.90833333,-86.96638889
1793826,2015,168,0.3,46.08916667,-86.58277778
1793827,2015,105,0.25,45.89861111,-86.59638889
1793828,2015,123,3.0,46.21555556,-84.745
1793829,2015,129,0.1,46.01083333,-85.0125
1793830,2015,108,1.0,45.86138889,-84.79194444
1793831,2015,144,0.1,45.99138889,-84.82194444
1793832,2015,108,55.0,45.86138889,-84.79222222
1793833,2015,106,0.1,46.00944444,-85.00722222
1793834,2015,271,0.1,45.99138889,-84.82194444
1793835,2015,108,0.5,45.75916667,-86.97694444
1796040,2015,208,0.1,43.90166667,-85.85083333
1798703,2015,106,1.0,46.7806,-88.4908
1798704,2015,108,0.8,45.6569,-87.3114
1798705,2015,295,0.5,46.80311,-88.41356
